nodes,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
264,0.3051500002584362,0.5993999998281652,0.5383000002439076,0.6450500000028114,0.7551000003331865,0.863000000208558,0.9819499996410741,1.0812000004989386,1.1793000003308407,1.3147499994374812,1.4179999998304993,2.527000000100088,1.6608500000074855,1.7246000002160145,1.8711500001700185,1.9692000000759435,3.454300000157673,2.17144999987795,2.257050000025629,2.381599999807804,2.4972499995783437
274,0.31444999967789045,0.4583499999171181,0.5747499999415595,0.7073000001582841,0.8313000002999615,0.9617999994588899,1.2521500002549146,1.1781499997596256,1.3089999997646373,1.4501500004371337,1.617299999907118,1.713749999908032,1.8226500001219395,1.9409500000620026,2.071950000299694,2.2135499998512387,2.289250000103493,2.4381500002164103,2.549749999616324,2.7026999996451195,2.8462000000217813
284,0.34075000030497904,0.48894999963522423,0.615549999565701,0.7577000001219858,0.8833000001686742,1.026450000154,1.1913499997717736,1.394950000303652,1.4267499996094557,1.6044499998315587,1.7089000002670218,1.8824499998117972,2.0204500001455017,2.123549999851093,2.2779000005357375,2.4014999999053543,2.5839499999165128,2.7904500002478017,2.8296499999669322,6.589099999928294,3.1729999996059632
294,0.33709999979691924,0.6957000000511471,0.6533000000672473,0.8301999996547238,0.96174999998766,1.1147000000164553,1.312549999965995,1.4113500001258217,1.5670500001760956,1.7840499999692838,2.2276999998211977,2.0395499996084254,2.1945999997114995,2.341250000426953,5.409450000115612,2.629749999869091,2.807349999784492,2.9704500002480927,3.1411499999194348,3.2779500002106943,3.451149999818881
304,0.3476500000942906,0.5324499998096144,0.699700000041048,0.8827999999994063,1.0452999999870372,1.202749999720254,2.700600000025588,1.5427999996973085,1.7056500000762753,1.8785999995998282,2.013300000271556,2.220249999936641,2.392100000179198,2.565700000104698,2.7593500003604277,2.9318500000954373,3.1028000003061607,3.2918500000960194,4.30419999975129,3.6208500000611816,3.749749999769847
314,0.3900500000781903,0.571499999750813,0.8242999997492007,0.931999999920663,1.123700000334793,1.334800000222458,1.4685500000268803,1.7659000000094238,1.9383000003472262,5.561500000112574,2.4174999998649582,4.991849999896658,2.6395000004413305,3.185749999829568,4.21825000012177,3.2346999996661907,3.5913000001528417,3.793249999944237,3.799399999479647,4.102549999970506,4.288599999654252
324,0.38165000023582246,0.6071499997233332,0.7947500002956076,1.01619999986724,1.1936500004594564,1.4225500003703928,1.855599999998958,1.8093000003318593,2.0149500001025444,2.2094500004641304,2.39049999981944,2.739550000114832,2.7953999997407664,3.06055000055494,3.6750500003108755,3.6004999997203413,3.654099999494065,3.8545000002159218,4.134700000122393,4.297649999898567,4.49045000004844
334,0.39770000057615107,0.6510500002150366,0.8425000000897853,1.071849999789265,1.297349999731523,1.5152999999372696,1.71844999977111,1.9606500004556437,2.188299999488663,2.369599999838101,4.958150000220485,3.3208499999091146,3.0279999996309925,3.532249999807391,3.859800000100222,3.778299999794399,3.9551499999106454,4.194099999949685,4.38590000021577,4.655600000205595,4.910499999823514
344,0.4484999999476713,0.6751499995516497,0.9930499995789432,1.1494000000311644,1.3957000001028064,1.6146500001923414,2.1489000000656233,4.630949999409495,2.727250000134518,2.7157499998793355,2.830900000390102,3.0642999995507125,3.28864999983125,3.5517999999683525,3.8190000000213327,4.108650000034686,8.014900000034686,4.4756999996025115,8.367000000362168,4.946999999447144,5.277599999317317
354,0.8070500002759218,0.9649499997976818,0.986449999800243,1.2166999999863037,1.4864500003568537,1.7094000004362897,1.966450000054465,2.243899999939458,2.4989499997900566,2.793749999909778,3.111049999915849,6.58949999979086,3.6988999995628546,3.8413999996009807,4.183300000022427,4.354149999926449,4.696449999755714,4.962650000379654,5.249300000286894,5.908599999656872,5.736199999773817
