nodes,density_percent,BFS,DFS_Iterative,speed_ratio_dfs_over_bfs
32,95,0.072300000283576,0.1763999998729559,2.4398340135695373
32,100,0.07279999999809661,0.2291000005243404,3.146978029262779
42,0,0.05409999994299135,0.1025500000650936,1.895563773995511
42,5,0.05765000014434915,0.1099000000976957,1.9063313065484544
42,10,0.060800000483141,0.1253000000360771,2.0608552473748922
42,15,0.06220000022949525,0.1344500001323467,2.161575556853302
42,20,0.0668000002406188,0.14384999985850294,2.153443103897366
42,25,0.0685000004523317,0.1515499998276936,2.212408741999284
42,30,0.0724999999874853,0.15874999962761643,2.189655167655439
42,35,0.07320000031540985,0.1697500001682783,2.318989063344895
42,40,0.0760500001888431,0.1735000005282927,2.2813938211369784
42,45,0.0788000002103217,0.1831999993555655,2.3248730820633785
42,50,0.15230000008159544,0.1934499996423255,1.2701904106282584
42,55,0.0840000002426677,0.20229999972798396,2.4083333231376103
42,60,0.08614999978817645,0.20679999988715275,2.4004643110345634
42,65,0.0879999997778213,0.2138499999091436,2.430113641466626
42,70,0.09124999996856781,0.22524999985762406,2.4684931499749503
42,75,0.09385000021211451,0.23805000000720605,2.5364944003109087
42,80,0.0949499994931102,0.24609999991298537,2.5918904815880803
42,85,0.09770000042408356,0.24980000034702238,2.556806543118964
42,90,0.10089999977935801,0.2573999995547638,2.55104063545719
42,95,0.1040000006469199,0.2621999997245439,2.5211538278226855
42,100,0.10595000003377206,0.2662499996404222,2.512977815531418
52,0,0.06400000029316286,0.119000000267988,1.85937499567013
52,5,0.0698499998179613,0.1382999998895684,1.9799570544022504
52,10,0.07295000023077586,0.1606500004527333,2.202193282310079
52,15,0.07940000068629155,0.1678999997238861,2.114609550033343
52,20,0.08200000002034355,0.1911500003188848,2.331097564286122
52,25,0.0852000002851127,0.19689999999172864,2.311032856019059
52,30,0.08974999991551155,0.213750000057189,2.3816156017649917
52,35,0.0936000005822279,0.22390000003724705,2.3920940026122137
52,40,0.1072000000021944,0.296649999654619,2.7672574594080834
52,45,0.10394999981144784,0.24194999969040504,2.327561328804923
52,50,0.11325000014039685,0.26834999971470097,2.3695364183843313
52,55,0.11395000046832135,0.4883000001427717,4.285212796278325
52,60,0.11449999965407184,0.3101000002061482,2.7082969532141865
52,65,0.12110000034226684,0.314899999921181,2.6003302975324045
52,70,0.13209999997343397,0.30705000017405837,2.32437547491149
52,75,0.12470000001485455,0.3131500002382381,2.5112269462785477
52,80,0.12734999972963118,0.33210000037797727,2.607773860094527
